name	type	len_te	len_match	N	missmatch_anno	match	match_anno	len_matchRM	match_RM
DF0002255.1	DNA/hAT-Ac	3080	614	1357	1	0.199350649350649	0.999675324675325	629	0.204220779220779
DF0002256.1	LTR	1389		864	3	0	0.997840172786177	400	0.287976961843053
DF0002257.1	LINE/L1-Tx1	5381	4871	622	1	0.905222077680729	0.999814160936629	1343	0.249581862107415
DF0002258.1	DNA/hAT-Ac	949	131	4997	0	0.138040042149631	1	600	0.632244467860906
DF0002259.1	DNA/P	1163	1161	6706	0	0.998280309544282	1	1162	0.999140154772141
DF0002261.1	DNA/hAT-Ac	808	165	4412	25	0.204207920792079	0.969059405940594	281	0.347772277227723
DF0002262.1	DNA	1507		1034	12	0	0.992037159920372	558	0.370272063702721
DF0002263.1	LINE/L1	5427		224	1283	0	0.763589460106873	1296	0.238805970149254
DF0002264.1	LTR/Gypsy	4215	4208	396	0	0.998339264531435	1	4208	0.998339264531435
DF0002265.1	Satellite	3915	695	390	15	0.177522349936143	0.996168582375479	923	0.235759897828863
DF0002266.1	DNA/Kolobok-T2	848		1204	6	0	0.992924528301887	125	0.147405660377358
DF0002267.1	DNA/Kolobok-T2	690	334	7123	1	0.484057971014493	0.998550724637681	218	0.315942028985507
DF0002268.2	LTR/Gypsy	4431		24	0	0	1	2852	0.643647032272625
DF0002269.1	LTR/Pao	5825		21	1	0	0.999828326180257	5824	0.999828326180257
DF0002271.1	LTR/ERV1	447	446	244	0	0.997762863534676	1	446	0.997762863534676
DF0002272.1	LTR/Gypsy	458		125	0	0	1	455	0.993449781659389
DF0002273.1	LTR/Pao	696	695	70	1	0.998563218390805	0.998563218390805	590	0.847701149425287
DF0002274.2	LTR/Gypsy	6684		9	0	0	1		0
DF0002275.1	LTR/ERV1	5912		337	9	0	0.998477672530447		0
DF0002276.1	DNA/hAT-Charlie	1223		3384	8	0	0.993458708094849	420	0.343417825020441
DF0002277.2	LTR/Pao	5779		33	1	0	0.999826959681606		0
DF0002278.1	DNA/Kolobok-T2	503	362	7920	0	0.719681908548708	1	445	0.884691848906561
DF0002279.1	LTR/Gypsy	479		165	7	0	0.985386221294363	156	0.325678496868476
DF0002280.2	LTR/ERV1	3877	3876	79	0	0.99974206860975	1	1391	0.358782563838019
DF0002281.1	DNA/hAT-Charlie	1125		3238	1	0	0.999111111111111	670	0.595555555555556
DF0002282.2	DNA/Maverick	11092	394	25436	1	0.0355210962856113	0.999909844933285	139	0.0125315542733502
DF0002283.1	DNA	1133		599	18	0	0.984112974404237	159	0.140335392762577
DF0002284.1	DNA/hAT-Tip100	424	291	593	0	0.686320754716981	1	212	0.5
DF0002286.1	LTR/Gypsy	331		137	0	0	1	330	0.996978851963746
DF0002287.2	LINE/L2	2517		1250	607	0	0.758839888756456	202	0.080254270957489
DF0002288.2	LINE/L1-Tx1	5400		76	10	0	0.998148148148148		0
DF0002289.1	DNA/CMC-EnSpm	530		3873	0	0	1	487	0.918867924528302
DF0002290.1	DNA	625		3550	0	0	1	276	0.4416
DF0002291.2	LTR/Gypsy	6215		15	1	0	0.999839098954143	3573	0.57489943684634
DF0002292.2	LTR/Pao	6382		39	1	0	0.999843309307427		0
DF0002293.1	LTR/Gypsy	2273	2019	238	21	0.888253409590849	0.99076110866696	2019	0.888253409590849
DF0002294.1	Satellite	168		203	1	0	0.994047619047619		0
DF0002295.1	LINE/Rex-Babar	3362	285	1418	107	0.0847709696609161	0.968173706127305	382	0.113622843545509
DF0002296.1	LTR/Gypsy	114		23	1	0	0.991228070175439		0
DF0002297.1	DNA/PIF-ISL2EU	5366		1431	0	0	1	79	0.0147223257547522
DF0002298.1	DNA/Merlin	369	367	6923	0	0.994579945799458	1	368	0.997289972899729
DF0002299.2	LTR/Gypsy	5251		33	1	0	0.999809560083794		0
DF0002300.2	LTR/Ngaro	7070	3324	1079	41	0.47015558698727	0.994200848656294	1885	0.266619519094767
DF0002301.1	DNA/hAT-hAT5	674		2082	1	0	0.998516320474777	256	0.379821958456973
DF0002302.1	DNA/PiggyBac	885	82	2605	2	0.0926553672316384	0.99774011299435	502	0.567231638418079
DF0002303.1	Satellite	1775		797	2	0	0.99887323943662		0
DF0002304.2	LTR/Pao	7317		769	1	0	0.999863331966653	621	0.0848708487084871
DF0002305.1	LINE/L1-Tx1	5541		110	33	0	0.994044396318354		0
DF0002306.1	DNA/hAT-hAT6	2014	213	26049	15	0.105759682224429	0.992552135054618	213	0.105759682224429
DF0002307.1	LTR/ERV1	6801	4031	214	10	0.59270695485958	0.998529627995883	6800	0.999852962799588
DF0002308.1	DNA/hAT-Ac	5819	5254	22516	2	0.902904279085753	0.999656298333047	1849	0.317752191098127
DF0002309.2	DNA/CMC-EnSpm	3235	281	1156	5	0.0868624420401855	0.998454404945904	271	0.0837712519319939
DF0002310.1	DNA	1351	438	2355	3	0.32420429311621	0.997779422649889	357	0.264248704663213
DF0002311.1	DNA/hAT-Ac	695	70	9486	1	0.100719424460432	0.998561151079137	188	0.270503597122302
DF0002312.1	LINE/Rex-Babar	2775		1142	2	0	0.999279279279279	905	0.326126126126126
DF0002314.1	LTR/Gypsy	458		318	0	0	1	457	0.997816593886463
DF0002317.1	LTR/Pao	580		26	1	0	0.998275862068965	579	0.998275862068965
DF0002318.1	LINE/L1-Tx1	2813		235	0	0	1		0
DF0002319.1	LTR/ERV1	692	78	288	1	0.11271676300578	0.998554913294798	78	0.11271676300578
DF0002320.1	DNA/hAT-Ac	1022	78	4138	26	0.076320939334638	0.974559686888454	257	0.25146771037182
DF0002321.1	DNA/TcMar-Tc1	600		1633	0	0	1	279	0.465
DF0002322.1	DNA/hAT-Charlie	2496	2492	1318	15	0.998397435897436	0.993990384615385	215	0.0861378205128205
DF0002323.1	LTR/Gypsy	403	402	535	0	0.997518610421836	1	402	0.997518610421836
DF0002324.2	LTR/Gypsy	3925		63	1079	0	0.725095541401274		0
DF0002326.1	LTR/Ngaro	601	596	1548	0	0.991680532445923	1	598	0.995008319467554
DF0002328.1	LTR/Gypsy	327		63	1	0	0.996941896024465	326	0.996941896024465
DF0002329.1	DNA	972		797	20	0	0.979423868312757	712	0.732510288065844
DF0002330.1	LTR/Gypsy	186		38	1	0	0.994623655913978	185	0.994623655913978
DF0002331.1	LTR	711		22	5	0	0.992967651195499		0
DF0002332.1	DNA/hAT-hAT5	482		6082	0	0	1	182	0.377593360995851
DF0002333.1	DNA/hAT-Charlie	542	171	11617	0	0.31549815498155	1	251	0.46309963099631
DF0002334.2	LINE/L2	2425		391	34	0	0.985979381443299	584	0.240824742268041
DF0002335.2	LINE/Rex-Babar	1666		370	21	0	0.987394957983193	1093	0.656062424969988
DF0002336.1	LINE/L1	5426		49	14	0	0.997419830446001		0
DF0002338.1	Satellite	1190		917	10	0	0.991596638655462	839	0.705042016806723
DF0002339.1	Satellite	297		108	3	0	0.98989898989899		0
DF0002340.2	LINE/L1	5644		283	101	0	0.982104890148831	869	0.15396881644224
DF0002341.1	LINE/L1	5775		301	1	0	0.99982683982684	4259	0.737489177489177
DF0002342.1	LTR/ERV1	1519	1518	589	2	0.999341672152732	0.998683344305464	1518	0.999341672152732
DF0002343.1	LTR/Gypsy	6431	6430	15	0	0.999844503187685	1		0
DF0002344.1	DNA/TcMar-ISRm11	2647	673	383	11	0.254250094446543	0.995844352096713	546	0.206271250472233
DF0002345.2	LINE/L1	5593		419	5	0	0.999106025388879	1224	0.218844984802432
DF0002346.1	DNA/hAT-Ac	563	185	1200	0	0.328596802841918	1	204	0.36234458259325
DF0002347.1	LTR/Gypsy	316		24	1	0	0.996835443037975		0
DF0002348.1	LTR/Pao	6159		14	1	0	0.999837635979867	4048	0.657249553498945
DF0002349.1	LTR/Gypsy	652		820	0	0	1	260	0.398773006134969
DF0002350.1	DNA/hAT	804		1047	4	0	0.995024875621891	369	0.458955223880597
DF0002351.1	LTR/Pao	6122	6121	20	1	0.99983665468801	0.99983665468801	6121	0.99983665468801
DF0002352.1	DNA/hAT-Charlie	919	470	3686	1	0.511425462459195	0.998911860718172	483	0.52557127312296
DF0002353.1	LTR/Gypsy	1147		75	1	0	0.999128160418483		0
DF0002354.1	DNA	439		3420	0	0	1	427	0.972665148063781
DF0002355.1	DNA/Ginger-1	4532		218	5	0	0.998896734333628		0
DF0002356.1	DNA/hAT-Ac	963	324	11351	2	0.336448598130841	0.997923156801661	344	0.357217030114226
DF0002357.2	LTR/Gypsy	540		215	1	0	0.998148148148148	84	0.155555555555556
DF0002358.1	LTR/Pao	6632	6631	25	0	0.999849215922799	1	6631	0.999849215922799
DF0002359.1	LTR/Pao	5897		9	0	0	1	5896	0.999830422248601
DF0002360.1	LTR/Gypsy	787	786	131	0	0.998729351969504	1	786	0.998729351969504
DF0002361.2	LTR/Gypsy	483	470	571	0	0.973084886128364	1	482	0.997929606625259
DF0002362.1	LTR/Gypsy	699	698	184	1	0.998569384835479	0.998569384835479	698	0.998569384835479
DF0002363.1	LTR/DIRS	6055	6045	4357	0	0.998348472336912	1	6054	0.999834847233691
DF0002364.1	DNA	1248		12343	0	0	1	553	0.443108974358974
DF0002365.1	DNA/PiggyBac	1323		1509	6	0	0.99546485260771	443	0.334845049130763
DF0002366.1	DNA/CMC-EnSpm	212	211	3927	0	0.995283018867925	1	152	0.716981132075472
DF0002367.1	LTR/Gypsy	4366	4365	105	0	0.999770957398076	1	4365	0.999770957398076
DF0002368.2	DNA	1308	583	539	12	0.445718654434251	0.990825688073395	1204	0.920489296636086
DF0002369.1	RC/Helitron	2194	875	1431	115	0.398814949863263	0.947584320875114	875	0.398814949863263
DF0002370.1	LINE/L2	1194	276	1080	4	0.231155778894472	0.996649916247906	242	0.202680067001675
DF0002371.1	DNA/hAT	1129	566	1163	16	0.50132860938884	0.985828166519043	546	0.483613817537644
DF0002373.2	LINE/L1	5582		579	4	0	0.999283410963812	838	0.150125403081333
DF0002374.1	LTR/Gypsy	188		13	1	0	0.99468085106383	187	0.99468085106383
DF0002375.1	LTR/Gypsy	408		258	0	0	1		0
DF0002376.1	LTR/Gypsy	4286	4285	40	1	0.999766682221185	0.999766682221185	4283	0.999300046663556
DF0002377.2	LTR/Gypsy	703	702	251	0	0.998577524893314	1	702	0.998577524893314
DF0002378.2	LTR/Pao	6527		26	1	0	0.99984679025586	6526	0.99984679025586
DF0002381.1	LINE/L2	1430		272	214	0	0.85034965034965	547	0.382517482517483
DF0002382.1	LTR/Pao	656		32	1	0	0.998475609756098	655	0.998475609756098
DF0002383.1	LTR/Gypsy	4180		29	9	0	0.997846889952153	1407	0.336602870813397
DF0002384.1	LTR/Gypsy	723		79	0	0	1	722	0.998616874135546
DF0002385.1	DNA/MULE-MuDR	323	46	3752	0	0.142414860681115	1	190	0.588235294117647
DF0002386.1	DNA	972	188	3053	3	0.193415637860082	0.996913580246914	367	0.377572016460905
DF0002387.1	LTR/ERV1	5517	5380	3219	5	0.975167663585282	0.999093710349828	5516	0.999818742069966
DF0002388.1	LTR/Gypsy	380	379	817	0	0.997368421052632	1	379	0.997368421052632
DF0002389.1	DNA	785		1420	9	0	0.988535031847134	221	0.281528662420382
DF0002390.1	LTR/Gypsy	311		36	1	0	0.996784565916399		0
DF0002391.1	DNA/TcMar-Tc1	878		824	5	0	0.994305239179954	712	0.810933940774488
DF0002392.1	DNA/CMC-EnSpm	2874	2873	2094	2	0.999652052887961	0.999304105775922		0
DF0002393.2	DNA/PIF-ISL2EU	5004	69	2692	3	0.0137889688249401	0.999400479616307	132	0.026378896882494
DF0002394.1	LTR/Gypsy	816	815	83	0	0.998774509803922	1	815	0.998774509803922
DF0002395.2	LTR/Gypsy	5385		43	2	0	0.999628597957289	5384	0.999814298978644
DF0002396.1	DNA/TcMar-Tc1	1643	1640	31204	1	0.998174071819842	0.999391357273281	872	0.530736457699331
DF0002397.1	DNA/CMC-EnSpm	2550	1520	5200	26	0.596078431372549	0.989803921568627	1004	0.393725490196078
DF0002398.1	DNA/hAT-Ac	1286		5878	30	0	0.976671850699845	337	0.262052877138414
DF0002399.1	LTR/Pao	251		18	1	0	0.99601593625498		0
DF0002400.1	DNA/hAT-Ac	1311	1310	110	8	0.999237223493516	0.993897787948131	1208	0.921434019832189
DF0002401.1	DNA/hAT-Tip100	964		6977	2	0	0.99792531120332	230	0.238589211618257
DF0002402.1	LTR/Pao	527	349	107	0	0.662239089184061	1		0
DF0002403.2	LTR/Gypsy	5179		26	0	0	1		0
DF0002404.1	DNA	2382	1738	5299	20	0.729638958858103	0.991603694374475	108	0.0453400503778337
DF0002405.1	LTR/Gypsy	1428		152	1	0	0.999299719887955	1037	0.726190476190476
DF0002406.1	DNA	1072		3838	2	0	0.998134328358209	707	0.659514925373134
DF0002407.1	LTR/Gypsy	4290		68	1	0	0.9997668997669	4289	0.9997668997669
DF0002408.1	LTR/Gypsy	456		435	0	0	1		0
DF0002410.2	LTR/Gypsy	6058		17	2251	0	0.628425222845824	938	0.154836579729284
DF0002411.1	DNA/hAT-Ac	1185		641	5	0	0.9957805907173	960	0.810126582278481
DF0002412.1	DNA	459		2550	1	0	0.997821350762527	398	0.867102396514161
DF0002413.1	DNA/Merlin	1305	1304	921	2	0.999233716475096	0.998467432950192	474	0.363218390804598
DF0002414.1	LTR/Gypsy	387	386	42	1	0.997416020671835	0.997416020671835	386	0.997416020671835
DF0002415.1	LINE/I	5274	2009	194	10	0.380925293894577	0.998103905953735		0
DF0002416.1	DNA/hAT	1917	1916	1731	2	0.999478351591028	0.998956703182055	518	0.270213875847679
DF0002417.2	LTR/Gypsy	2963		22	270	0	0.908876139048262		0
DF0002418.1	DNA	1421	692	2846	1	0.48698099929627	0.999296270232231	419	0.294862772695285
DF0002419.1	LTR/Gypsy	378	377	302	0	0.997354497354497	1	377	0.997354497354497
DF0002420.1	LTR/Gypsy	5525		10	1	0	0.999819004524887	2299	0.416108597285068
DF0002421.1	DNA/TcMar-Tc1	1646		3124	14	0	0.991494532199271	505	0.306804374240583
DF0002422.1	DNA	1042		6362	0	0	1	717	0.68809980806142
DF0002423.1	LTR/Gypsy	149		11	10	0	0.932885906040269		0
DF0002424.1	LINE/I	5426	5423	1592	0	0.999447106524143	1	4855	0.894765941761887
DF0002425.1	LINE/Rex-Babar	2449		860	396	0	0.838301347488771	356	0.145365455287873
DF0002426.1	DNA	388	386	2553	1	0.994845360824742	0.997422680412371	387	0.997422680412371
DF0002427.1	DNA/Kolobok-T2	1067	220	2531	0	0.206185567010309	1	384	0.359887535145267
DF0002428.1	DNA/TcMar-Tc1	889	604	57738	0	0.679415073115861	1	783	0.880764904386952
DF0002429.1	LTR/Gypsy	175		48	1	0	0.994285714285714	174	0.994285714285714
DF0002430.1	LTR/Ngaro	1813	698	22869	3	0.384997242140099	0.99834528405957	359	0.198014340871484
DF0002431.1	DNA	1188		1046	24	0	0.97979797979798	414	0.348484848484849
DF0002432.1	DNA/TcMar-Tigger	958	220	5626	9	0.22964509394572	0.990605427974948	220	0.22964509394572
DF0002433.1	DNA/PIF-ISL2EU	1023		3546	2	0	0.998044965786901	598	0.58455522971652
DF0002434.2	LTR/Gypsy	994		70	0	0	1	993	0.998993963782696
DF0002435.1	LTR/DIRS	6192	4178	2881	0	0.674741602067184	1	4178	0.674741602067184
DF0002436.2	LINE/L1	5477	5476	348	2	0.999817418294687	0.999634836589374	488	0.0890998721928062
DF0002438.1	Unknown	426		76	1	0	0.997652582159624		0
DF0002439.1	DNA/hAT-Ac	1097		261	2	0	0.998176845943482	1095	0.998176845943482
DF0002440.1	LTR/Gypsy	4847	4846	30	3	0.999793686816588	0.999381060449763	4845	0.999587373633175
DF0002441.1	LINE/L1	5852		233	5	0	0.999145591250855	457	0.078092959671907
DF0002442.1	LTR/ERV1	4591	1165	33669	13	0.253757351339577	0.997168372903507	3723	0.810934436941843
DF0002443.1	LTR/Gypsy	456		512	0	0	1		0
DF0002444.1	DNA/Crypton-V	1725		73	1	0	0.999420289855072		0
DF0002445.1	DNA/hAT-Ac	520		1806	1	0	0.998076923076923	318	0.611538461538462
DF0002446.1	LTR/Gypsy	4490		31	1	0	0.99977728285078	234	0.0521158129175947
DF0002447.1	DNA/hAT-Ac	748		3514	1	0	0.998663101604278	135	0.18048128342246
DF0002448.2	DNA/PiggyBac	1803		312	1	0	0.999445368829728	1360	0.754298391569606
DF0002449.2	DNA/Dada	10407	363	13584	10	0.0348803689824156	0.999039108292495	4286	0.411838185836456
DF0002451.2	LTR/Gypsy	2419	1612	241	4	0.666391070690368	0.998346424142207	1813	0.74948325754444
DF0002452.1	DNA/hAT-Charlie	195	191	2258	0	0.979487179487179	1	193	0.98974358974359
DF0002453.2	LINE/L1	5580		243	5	0	0.99910394265233	5579	0.999820788530466
DF0002454.1	Satellite	242		1092	1	0	0.995867768595041	241	0.995867768595041
DF0002455.1	LINE/Rex-Babar	3461		327	22	0	0.993643455648656	234	0.0676105171915631
DF0002456.1	DNA	1245	1148	13623	2	0.922088353413655	0.998393574297189	432	0.346987951807229
DF0002457.1	LINE/L1	2067		214	307	0	0.851475568456701	619	0.299467827769715
DF0002458.1	LTR/Gypsy	5173	5172	51	1	0.999806688575295	0.999806688575295	5170	0.999420065725884
DF0002459.1	DNA/hAT-Ac	368	366	3490	0	0.994565217391304	1	185	0.502717391304348
DF0002460.1	LTR/ERV1	448		166	0	0	1	382	0.852678571428571
DF0002461.1	LTR/Gypsy	4216		19	1	0	0.999762808349146	4215	0.999762808349146
DF0002462.1	SINE/tRNA	1143		3239	0	0	1	1139	0.996500437445319
DF0002463.1	DNA/hAT-Ac	982	980	2751	0	0.9979633401222	1	981	0.9989816700611
DF0002464.1	LINE/L2	2888		463	184	0	0.936288088642659	373	0.12915512465374
DF0002465.1	DNA/PIF-Harbinger	667		588	19	0	0.971514242878561	275	0.412293853073463
DF0002467.1	DNA/PIF-Harbinger	713	702	1710	0	0.984572230014025	1	234	0.328190743338008
DF0002468.1	DNA/PiggyBac	1681		1295	174	0	0.896490184414039	432	0.256989886972041
DF0002469.2	LTR/Pao	524	522	63	0	0.99618320610687	1	523	0.998091603053435
DF0002470.1	LINE/I	5348		439	30	0	0.994390426327599		0
DF0002471.1	LTR/ERV1	6136	921	232	92	0.15009778357236	0.985006518904824	6135	0.9998370273794
DF0002472.1	LTR/Gypsy	294		250	0	0	1	293	0.996598639455782
DF0002473.1	DNA/PIF-Harbinger	236		744	0	0	1	235	0.995762711864407
DF0002474.1	DNA/CMC-EnSpm	1712		1836	15	0	0.991238317757009	229	0.133761682242991
DF0002475.1	LTR/Gypsy	4869	4868	28	1	0.999794619018279	0.999794619018279	913	0.187512836311358
DF0002476.1	DNA	1401		356	1	0	0.999286224125625	591	0.421841541755889
DF0002477.1	DNA/PIF-Harbinger	576		3174	1	0	0.998263888888889	300	0.520833333333333
DF0002478.1	LTR/Gypsy	1449	991	171	1	0.68391994478951	0.999309868875086	448	0.309178743961353
DF0002479.1	LINE/L2	1721		590	100	0	0.941894247530506	836	0.485764090644974
DF0002480.1	LTR/Gypsy	480	479	175	0	0.997916666666667	1	256	0.533333333333333
DF0002481.2	LTR/Pao	7033		38	1	0	0.999857813166501		0
DF0002482.1	LTR/Gypsy	1489		117	6	0	0.99597044996642	1005	0.67494963062458
DF0002483.2	LINE/Rex-Babar	3533		9614	19	0	0.9946221341636	412	0.116614774978772
DF0002484.1	LTR/Gypsy	294		45	1	0	0.996598639455782	293	0.996598639455782
DF0002485.1	LINE/Rex-Babar	2659		1820	500	0	0.811959383226777	839	0.315532154945468
DF0002486.1	LINE/L2	1241		460	50	0	0.959709911361805	204	0.164383561643836
DF0002487.1	LTR/Gypsy	954	820	15831	16	0.859538784067086	0.983228511530398	838	0.878406708595388
DF0002488.1	LTR/Pao	769		28	1	0	0.998699609882965	768	0.998699609882965
DF0002489.1	LTR/Copia	4057		33	1	0	0.999753512447621	4056	0.999753512447621
DF0002491.1	LTR/Gypsy	769		124	2	0	0.99739921976593	768	0.998699609882965
DF0002492.1	LTR/Gypsy	197		26	1	0	0.99492385786802		0
DF0002493.1	LTR/Gypsy	6523		9	20	0	0.996933926107619	6522	0.999846696305381
DF0002494.2	LINE/L1	5142		371	930	0	0.819136522753792	636	0.123687281213536
DF0002495.1	DNA/CMC-EnSpm	662		1362	1	0	0.998489425981873	516	0.779456193353474
DF0002496.1	DNA/PIF-Harbinger	1659	1656	1552	0	0.998191681735985	1	1656	0.998191681735985
DF0002497.2	LINE/L1-Tx1	5036		135	34	0	0.993248610007943	960	0.190627482128674
DF0002498.2	LTR/Gypsy	6525		6	2173	0	0.666973180076628		0
DF0002499.1	LTR/Pao	473		160	1	0	0.997885835095137	472	0.997885835095137
DF0002500.1	DNA/PIF-Harbinger	548	544	8051	0	0.992700729927007	1	547	0.998175182481752
DF0002501.2	DNA/MULE-NOF	7413	265	4569	2083	0.0357480102522596	0.71900714960205	709	0.0956427896937812
DF0002502.2	LTR/Gypsy	804	803	196	1	0.998756218905473	0.998756218905473	799	0.993781094527363
DF0002503.1	LTR/Gypsy	166		38	0	0	1	165	0.993975903614458
DF0002504.1	LINE/L1	1838		398	583	0	0.682807399347117	693	0.377040261153428
DF0002505.1	LINE/L1-Tx1	5537		300	1	0	0.999819396785263		0
DF0002506.2	LTR/Gypsy	6309		17	113	0	0.982089079093359	352	0.0557933111428118
DF0002507.1	LTR/Gypsy	4318	4316	319	0	0.999536822603057	1	4111	0.952061139416396
DF0002508.2	DNA/hAT-Ac	2139	259	303	6	0.121084618980832	0.997194950911641		0
DF0002509.1	DNA/hAT-Charlie	1519	617	1956	2	0.406188281764319	0.998683344305464	617	0.406188281764319
DF0002510.1	LTR/Gypsy	144		17	0	0	1	143	0.993055555555556
DF0002511.2	DNA/Dada	10979	184	22275	7	0.0167592676928682	0.999362419163858	249	0.022679661171327
DF0002512.1	DNA/PIF-Harbinger	832	373	2928	0	0.448317307692308	1	372	0.447115384615385
DF0002513.2	LTR/Gypsy	4291	2718	211	6	0.63341878350035	0.998601724539734	4185	0.975297133535306
DF0002514.1	DNA	1474		6021	1	0	0.999321573948439	552	0.37449118046133
DF0002515.1	DNA/hAT-hAT5	836	43	5617	0	0.0514354066985646	1	313	0.374401913875598
DF0002516.2	DNA/Zisupton	5054		7270	3332	0	0.340720221606648	145	0.0286901464186783
DF0002517.1	DNA/hAT-Ac	3826		432	1	0	0.999738630423419	89	0.0232618923157345
DF0002518.1	LTR/Gypsy	1670		20	7	0	0.995808383233533		0
DF0002519.1	DNA/PIF-Harbinger	2303		5284	647	0	0.719062092922275	117	0.0508033000434216
DF0002520.1	LTR/Gypsy	4305		30	4	0	0.999070847851336	4263	0.990243902439024
DF0002522.1	LINE/L1	4958	146	226	1290	0.0294473578055667	0.739814441306979	146	0.0294473578055667
DF0002523.1	LTR/Gypsy	830		13	0	0	1	829	0.998795180722892
