name	type	len_te	len_match	N	missmatch_anno	match	match_anno	len_matchRM	match_RM
Os0150_INT	LTR/Copia	1831		11	607	0	0.668487165483342	29	0.0158383397050792
Os0151_INT	LTR/Gypsy	4965		4	148	0	0.970191339375629		0
Os0151_LTR	Unknown	356		3	1	0	0.997191011235955		0
Os0152	Unknown	630		443	0	0	1	628	0.996825396825397
Os0153	Unknown	401		586	0	0	1		0
Os0154	Unknown	485		248	0	0	1	484	0.997938144329897
Os0155_INT	LTR/Copia	4105		6	1	0	0.999756394640682		0
Os0155_LTR	Unknown	167		4	1	0	0.994011976047904		0
Os0156_INT	LTR/Copia	5026	4967	305	1	0.988261042578591	0.999801034619976	4967	0.988261042578591
Os0156_LTR	Unknown	384	235	143	0	0.611979166666667	1	383	0.997395833333333
Os0157_INT	LTR/Gypsy	6291	6290	320	0	0.999841042759498	1	6290	0.999841042759498
Os0157_LTR	Unknown	3146	3143	263	0	0.999046408137317	1	3145	0.999682136045772
Os0158_INT	LTR/Gypsy	6679		75	1	0	0.999850276987573	1885	0.282227878424914
Os0158_LTR	Unknown	569		64	1	0	0.998242530755712	568	0.998242530755712
Os0159_INT	LTR/Gypsy	2044		2	961	0	0.529843444227006		0
Os0159_LTR	Unknown	373		3	1	0	0.997319034852547		0
Os0160_INT	LTR/Copia	4332	4331	7	0	0.999769159741459	1	3060	0.706371191135734
Os0160_LTR	Unknown	473	95	18	1	0.200845665961945	0.997885835095137	472	0.997885835095137
Os0161	Unknown	228		687	0	0	1		0
Os0162_INT	LTR/Gypsy	7414		246	15	0	0.997976800647424	6026	0.812786619908282
Os0162_LTR	Unknown	1260		597	1	0	0.999206349206349	1259	0.999206349206349
Os0163	Unknown	992		521	0	0	1	991	0.998991935483871
Os0164	Unknown	230		214	0	0	1		0
Os0165_LTR	Unknown	1459	50	336	3	0.0342700479780672	0.997943797121316	1285	0.880740233036326
Os0166	Unknown	1292		1723	98	0	0.924148606811146	268	0.207430340557276
Os0167	Unknown	279	276	478	0	0.989247311827957	1		0
Os0168_INT	LTR/Copia	4380	1628	6	7	0.371689497716895	0.998401826484018		0
Os0168_LTR	Unknown	218		7	1	0	0.995412844036697		0
Os0169	Unknown	276		401	2	0	0.992753623188406	211	0.764492753623189
Os0170_INT	LTR/Gypsy	4797		3	963	0	0.799249530956848		0
Os0170_LTR	Unknown	342		3	1	0	0.997076023391813		0
Os0171_INT	LTR/Copia	3949	953	106	0	0.241326918207141	1	2307	0.58419853127374
Os0171_LTR	Unknown	1346	294	158	1	0.218424962852898	0.99925705794948	530	0.393759286775632
Os0172_INT_IC_Dasheng	Unknown	10415	668	201	9309	0.0641382621219395	0.106192990878541		0
Os0173_INT_Dasheng	Unknown	6310	2226	400	1	0.352773375594295	0.999841521394612	3699	0.58621236133122
Os0173_LTR_Dasheng	Unknown	440	439	1012	0	0.997727272727273	1	439	0.997727272727273
Os0174_INT_Dasheng	Unknown	6404	1866	148	1	0.291380387257964	0.999843847595253	1973	0.308088694565896
Os0175_INT	LTR/Gypsy	4381		2	1	0	0.999771741611504		0
Os0175_LTR	Unknown	434		2	1	0	0.997695852534562		0
Os0176_INT	LTR/Copia	8831	6771	203	1	0.766730834560073	0.999886762541049	6069	0.687238138376175
Os0176_LTR	Unknown	1601	1552	378	0	0.969394128669581	1	1600	0.999375390381012
Os0177	DNA/MULE-MuDR	8521	7121	671	1	0.835700035207135	0.999882642882291	8304	0.974533505457106
Os0178_INT	LTR/Gypsy	4844		2	1	0	0.999793559042114		0
Os0178_LTR	LTR/Copia	378		8	1	0	0.997354497354497		0
Os0179	Unknown	240		2220	0	0	1	147	0.6125
Os0180	Unknown	539		409	0	0	1	406	0.753246753246753
Os0181	Unknown	240		2791	0	0	1	180	0.75
Os0182	Unknown	524		348	1	0	0.998091603053435		0
Os0183_INT	LTR/Copia	4369	1500	13	1523	0.34332799267567	0.65140764476997	1500	0.34332799267567
Os0183_LTR	Unknown	216		9	0	0	1		0
Os0184	Unknown	169		385	0	0	1		0
Os0185	Unknown	188	171	195	1	0.909574468085106	0.99468085106383	171	0.909574468085106
Os0186	Unknown	200		441	0	0	1		0
Os0187	Unknown	609	608	300	0	0.998357963875205	1	608	0.998357963875205
Os0188	Unknown	2257		1242	0	0	1	1548	0.685866194062915
Os0189_INT	LTR/Gypsy	4745		9	539	0	0.88640674394099		0
Os0189_LTR	Unknown	339		11	1	0	0.997050147492625		0
Os0190_INT	LTR/Copia	4477	4476	6	1	0.999776636140273	0.999776636140273	1757	0.392450301541211
Os0190_LTR	Unknown	122	121	14	0	0.991803278688525	1		0
Os0191	Unknown	1804		641	1	0	0.999445676274945	1803	0.999445676274945
Os0192	Unknown	299		327	0	0	1		0
Os0193	Unknown	342	335	173	0	0.97953216374269	1		0
Os0194	LTR/ERVK	389		89	0	0	1		0
Os0195_INT_RIRE1	LTR/Copia	4901		127	2	0	0.999591920016323	4433	0.904509283819629
Os0195_LTR_RIRE1	Unknown	1399		450	0	0	1	1398	0.999285203716941
Os0196_INT	LTR/Gypsy	6149		367	2	0	0.99967474386079	3992	0.649211253862417
Os0196_LTR	LTR/Gypsy	702		423	0	0	1	701	0.998575498575499
Os0197_INT	Unknown	181		182	0	0	1	178	0.983425414364641
Os0197_LTR	Unknown	115		364	0	0	1	114	0.991304347826087
Os0198	Unknown	213		483	0	0	1		0
Os0199_INT	LTR/Gypsy	5191		14	1	0	0.999807358890387		0
Os0199_LTR	Unknown	423		8	1	0	0.997635933806147		0
Os0200_INT	LTR/Gypsy	6245		109	0	0	1	6244	0.999839871897518
Os0200_LTR	Unknown	3764	3257	380	0	0.865302869287991	1	3763	0.999734325185972
Os0201_LTR	Unknown	323		4	1	0	0.996904024767802	227	0.702786377708978
Os0202	Unknown	1034		295	1	0	0.999032882011605	430	0.415860735009671
Os0203	DNA	14798	5675	1676	63	0.383497769968915	0.995742667928098	4376	0.295715637248277
Os0204	Unknown	242		1071	0	0	1		0
Os0205	Unknown	212		877	0	0	1		0
Os0206	Unknown	187		324	1	0	0.994652406417112		0
Os0207	Unknown	375		420	0	0	1	374	0.997333333333333
Os0208	Unknown	1236		95	557	0	0.549352750809062		0
Os0209_LTR	Unknown	371		2	1	0	0.997304582210243		0
Os0210_INT	LTR/Copia	4352		14	1	0	0.999770220588235		0
Os0210_LTR	Unknown	440		19	1	0	0.997727272727273		0
Os0211_INT	LTR/Gypsy	11514		20	1	0	0.999913149209658		0
Os0211_LTR	Unknown	678		23	1	0	0.998525073746313		0
Os0212	Unknown	1239		229	5	0	0.995964487489911	905	0.73042776432607
Os0213	Unknown	1499		303	23	0	0.984656437625083	33	0.0220146764509673
Os0214	Unknown	232		1752	0	0	1	220	0.948275862068965
Os0215	Unknown	257		207	0	0	1		0
Os0216	Unknown	128		596	0	0	1		0
Os0217_INT	LTR/Gypsy	5110		2	1	0	0.999804305283757		0
Os0217_LTR	Unknown	469		3	1	0	0.997867803837953		0
Os0218	Unknown	423	422	980	0	0.997635933806147	1	422	0.997635933806147
Os0219	Unknown	193		282	1	0	0.994818652849741		0
Os0220	Unknown	684		343	0	0	1	683	0.998538011695906
Os0221	Unknown	204		966	0	0	1		0
Os0222	Unknown	492		302	0	0	1	491	0.997967479674797
Os0223	Unknown	927		292	8	0	0.991370010787486	926	0.998921251348436
Os0224	LINE/L1	2023		388	2	0	0.999011369253584	2020	0.998517053880376
Os0225_LTR	Unknown	5105	3130	140	3	0.613124387855044	0.999412340842311	3130	0.613124387855044
Os0226	Unknown	484	271	309	0	0.559917355371901	1	271	0.559917355371901
Os0227	Unknown	561	352	232	1	0.627450980392157	0.998217468805704	352	0.627450980392157
Os0228	DNA/hAT-Ac	3568	3546	117	0	0.993834080717489	1	3116	0.873318385650224
Os0229	Unknown	532		423	0	0	1	531	0.99812030075188
Os0230	Unknown	629		325	0	0	1		0
Os0231	Unknown	259		1071	0	0	1	202	0.77992277992278
Os0232_INT	LTR/Gypsy	5660		23	0	0	1	2238	0.395406360424028
Os0232_LTR	Unknown	1160		5	0	0	1		0
Os0233_INT	LTR/Copia	4404		5	1	0	0.999772933696639		0
Os0233_LTR	Unknown	210		8	1	0	0.995238095238095		0
Os0234_INT	LTR/Gypsy	5078	4174	8	1	0.821977156360772	0.99980307207562		0
Os0234_LTR	Unknown	420		4	1	0	0.997619047619048		0
Os0235	DNA/MULE-MuDR	7609	7608	125	1	0.999868576685504	0.999868576685504	7608	0.999868576685504
Os0236	LINE/L1	1385		426	2	0	0.9985559566787	1382	0.997833935018051
Os0237_INT	LTR/Gypsy	4923		4	1	0	0.999796871826122		0
Os0237_LTR	Unknown	361		4	1	0	0.997229916897507		0
Os0238	Unknown	505		335	0	0	1	504	0.998019801980198
Os0239	Unknown	220		408	0	0	1	146	0.663636363636364
Os0240_INT	LTR/Gypsy	4398		113	1	0	0.999772623919964	2365	0.537744429286039
Os0240_LTR	Unknown	3331	1749	450	0	0.525067547283098	1	3330	0.999699789852897
Os0241_INT	Unknown	2404		13	1	0	0.999584026622296		0
Os0241_LTR	Unknown	358		10	1	0	0.997206703910615		0
Os0242_INT	LTR/Gypsy	4530		5	51	0	0.988741721854305		0
Os0242_LTR	Unknown	246		2	1	0	0.995934959349593		0
Os0243	Unknown	736	735	333	0	0.998641304347826	1	735	0.998641304347826
Os0244	Unknown	194		597	0	0	1		0
Os0245_INT	LTR/Copia	3138		64	1	0	0.99968132568515	1591	0.507010834926705
Os0245_LTR	Unknown	388		113	0	0	1	387	0.997422680412371
Os0246	Unknown	348		236	0	0	1		0
Os0247	Unknown	296	66	199	0	0.222972972972973	1	56	0.189189189189189
Os0248	LINE/L1	2949	694	582	5	0.235334011529332	0.998304510003391	714	0.242115971515768
Os0249	Unknown	2512	1298	285	255	0.51671974522293	0.898487261146497	2060	0.820063694267516
Os0250	Unknown	774	773	318	0	0.998708010335917	1	773	0.998708010335917
Os0251	Unknown	399	379	457	0	0.949874686716792	1	397	0.994987468671679
Os0252_INT	Unknown	2168		14	1	0	0.999538745387454		0
Os0253_INT	LTR/Copia	8480		139	193	0	0.977240566037736	6958	0.820518867924528
Os0253_LTR	Unknown	1523		257	0	0	1	1522	0.999343401181878
Os0254_INT	LTR/Gypsy	4420		2	1	0	0.999773755656109		0
Os0254_LTR	Unknown	391		2	1	0	0.997442455242967		0
Os0255	Unknown	479	122	321	0	0.254697286012526	1	478	0.997912317327766
Os0256	Unknown	998		543	158	0	0.841683366733467	138	0.138276553106212
Os0257	Unknown	966		616	1	0	0.998964803312629		0
Os0258_INT	LTR/Copia	5056	1157	36	1	0.228837025316456	0.999802215189873		0
Os0258_LTR	Unknown	158		8	1	0	0.993670886075949		0
Os0259_INT	LTR/Copia	4938		7	1	0	0.999797488861887		0
Os0260	Unknown	661	660	313	0	0.998487140695915	1	660	0.998487140695915
Os0261_INT	LTR/Gypsy	4940		151	5	0	0.998987854251012	3234	0.654655870445344
Os0261_LTR	Unknown	1291		710	0	0	1	1290	0.999225406661503
Os0262_INT	LTR/Gypsy	6195		172	1	0	0.999838579499596	6194	0.999838579499596
Os0263_INT	LTR/Gypsy	4855		14	1	0	0.999794026776519		0
Os0263_LTR	Unknown	307		3	1	0	0.996742671009772		0
Os0264_LTR	Unknown	3782	2616	261	2	0.69169751454257	0.999471179270227	3781	0.999735589635114
Os0265	Unknown	240		311	0	0	1		0
Os0266_INT_IC_Bajie	Unknown	3878		73	3426	0	0.116554925219185	421	0.108561113976276
Os0267_INT	LTR/Gypsy	4656	167	4	1	0.0358676975945017	0.999785223367698		0
Os0267_LTR	Unknown	346		3	1	0	0.997109826589595		0
Os0268_INT	LTR/Gypsy	5678	587	37	1481	0.103381472349419	0.739168721380768	1800	0.317013032758013
Os0268_LTR	Unknown	965		78	0	0	1	964	0.998963730569948
Os0269	Unknown	241		908	0	0	1		0
Os0270	Unknown	977		264	0	0	1	587	0.600818833162743
Os0271_INT	Unknown	2465		10	1	0	0.999594320486815	374	0.151724137931034
Os0272_INT	LTR/Gypsy	4799	4798	6	1	0.999791623254845	0.999791623254845		0
Os0272_LTR	Unknown	425	424	3	1	0.997647058823529	0.997647058823529		0
Os0273_INT	LTR/Copia	5001		51	1	0	0.999800039992002	141	0.0281943611277744
Os0273_LTR	Unknown	2000		179	0	0	1	1999	0.9995
Os0274_INT	LTR/Gypsy	2890	471	41	192	0.162975778546713	0.93356401384083	471	0.162975778546713
Os0274_LTR	Unknown	837	719	97	1	0.859020310633214	0.998805256869773	836	0.998805256869773
Os0275	Unknown	257		1034	0	0	1		0
Os0276	Unknown	239		318	0	0	1		0
Os0277	Unknown	158		115	1	0	0.993670886075949		0
Os0278_INT	LTR/Gypsy	5670	2707	28	0	0.477425044091711	1	5148	0.907936507936508
Os0278_LTR	Unknown	920		115	0	0	1	919	0.998913043478261
Os0279	Unknown	1081		960	1	0	0.999074930619796		0
Os0280_AMYLTP	Unknown	383		416	2	0	0.994778067885117		0
Os0281_INT	Unknown	563		115	1	0	0.998223801065719		0
Os0281_LTR	Unknown	250		495	0	0	1		0
Os0282_INT	LTR/Copia	5463	5462	213	1	0.999816950393557	0.999816950393557	5462	0.999816950393557
Os0282_LTR	Unknown	490	489	175	0	0.997959183673469	1	489	0.997959183673469
Os0283_INT	LTR/Copia	2931		5	1	0	0.999658819515524		0
Os0283_LTR	Unknown	189		4	0	0	1		0
Os0284	Unknown	169		602	0	0	1		0
Os0285_INT	LTR/Gypsy	4768		12	1	0	0.999790268456376		0
Os0285_LTR	Unknown	445		6	1	0	0.997752808988764		0
Os0286	Unknown	912		516	1	0	0.99890350877193		0
Os0287_INT	Unknown	1530		22	1	0	0.999346405228758		0
Os0287_LTR	Unknown	121		14	0	0	1		0
Os0288_INT	LTR/Gypsy	4823		3	1	0	0.999792660170019		0
Os0288_LTR	Unknown	368		2	1	0	0.997282608695652		0
Os0289_INT	LTR/Gypsy	4434		1	1	0	0.999774470004511		0
Os0289_LTR	Unknown	372		2	1	0	0.997311827956989		0
Os0290_INT	LTR/Gypsy	4744		4	76	0	0.98397976391231		0
Os0290_LTR	Unknown	334		3	1	0	0.997005988023952		0
